hostname;mainIp;cpu;ram;hd
SPT158570;SPT158570;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158571;SPT158571;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158572;SPT158572;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158573;SPT158573;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.35 GB
SPT158574;SPT158574;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158575;SPT158575;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158576;SPT158576;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158577;SPT158577;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158578;SPT158578;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158579;SPT158579;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158580;SPT158580;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158581;SPT158581;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158582;SPT158582;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158583;SPT158583;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158584;SPT158584;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158585;SPT158585;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158586;SPT158586;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158637;SPT158637;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;953.72 GB
SPTBKP01;SPTBKP01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;3317.82 GB
SPTBKP02;SPTBKP02;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;67381.78 GB
SPTBKP03;SPTBKP03;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;67381.78 GB
SPTFS01;SPTFS01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;40096.78 GB
SPTFS02;SPTFS02;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;159.88 GB
SPTFS03;SPTFS03;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;159.88 GB
SPTFS04;SPTFS04;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;12447.75 GB
SPTFSteste;SPTFSteste;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;1762.86 GB
SPTGENEXUS;SPTGENEXUS;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;12.0 GB;260.86 GB
SPTGENIALIS;SPTGENIALIS;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;12.0 GB;159.88 GB
SPTGXMOD;SPTGXMOD;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;24.0 GB;1183.86 GB
SPTSTK004;SPTSTK004;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;119.09 GB
SPTSTK008;SPTSTK008;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;119.10 GB
SPTSTK011;SPTSTK011;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;119.09 GB
SPTSTK013;SPTSTK013;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;119.09 GB
SPTSTK09;SPTSTK09;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;119.10 GB
SPTWEBATD01;SPTWEBATD01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;459.86 GB
SPTWEBATD02;SPTWEBATD02;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;459.86 GB
SPTWEBINTRA;SPTWEBINTRA;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;759.86 GB
SPTWEBSIAF;SPTWEBSIAF;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;559.86 GB
SPTWEBSIFT01;SPTWEBSIFT01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;12.0 GB;659.86 GB
SPTWEBSIST01;SPTWEBSIST01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;12.0 GB;179.86 GB
SPTWEBSIST02;SPTWEBSIST02;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;12.0 GB;179.86 GB
SPTWEBSIST03;SPTWEBSIST03;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;12.0 GB;369.86 GB
SPTWEBSIST04;SPTWEBSIST04;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;12.0 GB;179.86 GB
SPTWEBSRO;SPTWEBSRO;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;159.88 GB
SQLCORP01;SQLCORP01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;40.0 GB;5482.36 GB
SQLCORP10;SQLCORP10;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;465.66 GB
SQLCORP14;SQLCORP14;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;3350.64 GB
SQLSIM03;SQLSIM03;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;80.0 GB;6856.86 GB
SQLSIM04;SQLSIM04;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;80.0 GB;2086.75 GB
SQLSIM05;SQLSIM05;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;22.0 GB;N/A
SQLSIM06;SQLSIM06;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;22.0 GB;1468.25 GB
SQLSIM07;SQLSIM07;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;256.0 GB;10761.07 GB
SQLSIM08;SQLSIM08;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;256.0 GB;7991.14 GB
SQLSIM10;SQLSIM10;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;128.0 GB;837.98 GB
SRO;SRO;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;199.90 GB
SRT157229;SRT157229;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;2575.95 GB
SRVAPPCORP99;SRVAPPCORP99;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;399.64 GB
SRVCALC001;SRVCALC001;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;399.64 GB
SRVDPA;SRVDPA;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;12.0 GB;99.99 GB
SRVEZUTE;SRVEZUTE;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;159.88 GB
SRVGENUXUS;SRVGENUXUS;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;4.0 GB;499.90 GB
SRVINF01;SRVINF01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;159.88 GB
SRVINF02;SRVINF02;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;199.89 GB
SRVINF03;SRVINF03;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;31.6 GB;199.88 GB
SRVOracleDB;SRVOracleDB;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;24.0 GB;159.88 GB
SRVPLANEJA;SRVPLANEJA;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;64.0 GB;3073.52 GB
SRVPLANEJA2;SRVPLANEJA2;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;64.0 GB;159.88 GB
SRVPLANEJA3;SRVPLANEJA3;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;1183.86 GB
SRVSCA01;SRVSCA01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;159.88 GB
SRVSCA02;SRVSCA02;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;159.88 GB
SRVSCA03;SRVSCA03;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;159.88 GB
SRVSQL2008;SRVSQL2008;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;10989.77 GB
srvxvn;srvxvn;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;1.5 GB;136.44 GB
STOSIM01;STOSIM01;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;5587.45 GB
STR;STR;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;N/A
STR091810;STR091810;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR109445;STR109445;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.46 GB
STR150470;STR150470;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150471;STR150471;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150476;STR150476;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.66 GB
STR150479;STR150479;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150490;STR150490;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150495;STR150495;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR150499;STR150499;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;298.08 GB
STR150503;STR150503;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;535.97 GB
STR150504;STR150504;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR150506;STR150506;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.69 GB
STR150508;STR150508;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.69 GB
STR150510;STR150510;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR150512;STR150512;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150517;STR150517;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR150518;STR150518;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150519;STR150519;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150524;STR150524;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.76 GB
STR150535;STR150535;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150537;STR150537;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150540;STR150540;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150541;STR150541;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;298.04 GB
STR150542;STR150542;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.56 GB
STR150544;STR150544;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.22 GB
str150548;str150548;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;931.47 GB
STR150549;STR150549;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;232.88 GB
STR150550;STR150550;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;232.88 GB
STR150552;STR150552;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150553;STR150553;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR150556;STR150556;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150560;STR150560;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150562;STR150562;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.47 GB
STR150564;STR150564;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.75 GB
STR150566;STR150566;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150572;STR150572;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR150580;STR150580;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.47 GB
STR150581;STR150581;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150586;STR150586;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.13 GB
STR150587;STR150587;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.28 GB
STR150589;STR150589;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;298.04 GB
STR150596;STR150596;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.28 GB
STR150598;STR150598;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR150601;STR150601;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;298.08 GB
STR150602;STR150602;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR150604;STR150604;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150605;STR150605;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150606;STR150606;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.67 GB
STR150607;STR150607;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR150608;STR150608;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150623;STR150623;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.61 GB
STR150627;STR150627;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150628;STR150628;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR150637;STR150637;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150643;STR150643;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;912.78 GB
STR150648;STR150648;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150659;STR150659;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR150664;STR150664;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR150667;STR150667;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150668;STR150668;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150692;STR150692;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150702;STR150702;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;232.88 GB
STR150706;STR150706;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.47 GB
STR150708;STR150708;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.47 GB
STR150712;STR150712;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.47 GB
STR150713;STR150713;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.42 GB
STR150714;STR150714;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;1862.97 GB
STR151315;STR151315;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;237.66 GB
STR151319;STR151319;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;536.29 GB
STR151320;STR151320;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151321;STR151321;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.48 GB
STR151322;STR151322;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151323;STR151323;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
STR151324;STR151324;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151327;STR151327;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.36 GB
STR151328;STR151328;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.11 GB
STR151329;STR151329;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151337;STR151337;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.05 GB
STR151341;STR151341;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;1620.71 GB
STR151344;STR151344;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.48 GB
STR151353;STR151353;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.97 GB
STR151354;STR151354;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151355;STR151355;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151357;STR151357;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151359;STR151359;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.00 GB
STR151361;STR151361;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
STR151363;STR151363;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.49 GB
STR151369;STR151369;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151370;STR151370;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151376;STR151376;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151381;STR151381;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151382;STR151382;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.58 GB
STR151384;STR151384;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.11 GB
STR151386;STR151386;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.48 GB
STR151390;STR151390;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.65 GB
STR151391;STR151391;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151395;STR151395;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151398;STR151398;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;476.72 GB
STR151410;STR151410;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.36 GB
STR151411;STR151411;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151413;STR151413;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.48 GB
STR151414;STR151414;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151415;STR151415;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151416;STR151416;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.98 GB
STR151417;STR151417;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.52 GB
STR151418;STR151418;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.38 GB
STR151419;STR151419;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.39 GB
STR151420;STR151420;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.12 GB
str151421;str151421;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.00 GB
STR151424;STR151424;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.91 GB
STR151425;STR151425;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151428;STR151428;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.33 GB
STR151429;STR151429;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.38 GB
STR151433;STR151433;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.11 GB
STR151447;STR151447;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;987.14 GB
STR151448;STR151448;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;1397.04 GB
STR151449;STR151449;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.39 GB
STR151451;STR151451;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.65 GB
STR151455;STR151455;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;N/A
STR151456;STR151456;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.36 GB
STR151457;STR151457;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.22 GB
STR151458;STR151458;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151459;STR151459;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.56 GB
STR151461;STR151461;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151462;STR151462;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
str151466;str151466;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;N/A
STR151469;STR151469;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.76 GB
STR151470;STR151470;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151471;STR151471;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151477;STR151477;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151478;STR151478;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151480;STR151480;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.47 GB
STR151481;STR151481;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151486;STR151486;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.76 GB
STR151488;STR151488;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.99 GB
STR151494;STR151494;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151496;STR151496;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.11 GB
STR151497;STR151497;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.36 GB
STR151509;STR151509;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.08 GB
STR151511;STR151511;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151512;STR151512;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.99 GB
STR151528;STR151528;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151529;STR151529;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.32 GB
STR151530;STR151530;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.12 GB
STR151531;STR151531;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.39 GB
STR151533;STR151533;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151534;STR151534;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151562;STR151562;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.15 GB
STR151567;STR151567;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.76 GB
STR151568;STR151568;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.00 GB
STR151570;STR151570;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151571;STR151571;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.53 GB
STR151572;STR151572;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151573;STR151573;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151578;STR151578;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.23 GB
STR151579;STR151579;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151580;STR151580;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
STR151582;STR151582;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.47 GB
STR151583;STR151583;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151587;STR151587;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.08 GB
STR151588;STR151588;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;1154.85 GB
STR151589;STR151589;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151590;STR151590;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151591;STR151591;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.98 GB
STR151592;STR151592;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.90 GB
STR151594;STR151594;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151595;STR151595;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.78 GB
STR151596;STR151596;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;N/A
STR151597;STR151597;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151598;STR151598;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;701.22 GB
STR151599;STR151599;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;1154.32 GB
STR151600;STR151600;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
